entity_name,date,posts_in_day,sponsored_posts_in_day,cumulative_posts,cumulative_sponsored_posts
miroslav-kalousek,2021-03-24,2,0,222,0
petr-fiala,2021-03-24,5,0,364,27
tomio-okamura,2021-03-24,7,3,924,561
vladimir-kremlik,2021-03-24,1,0,68,0
zdenek-hrib,2021-03-24,1,0,56,0
alena-schillerova,2021-03-23,2,0,280,8
alexandra-udzenija,2021-03-23,1,0,61,0
andrej-babis,2021-03-23,4,0,557,40
jan-farsky,2021-03-23,1,0,70,2
karel-havlicek-3,2021-03-23,2,0,311,0
martin-kupka,2021-03-23,1,0,62,0
milos-zeman,2021-03-23,1,0,64,0
miroslav-kalousek,2021-03-23,3,0,220,0
petr-fiala,2021-03-23,8,0,359,27
petr-gazdik,2021-03-23,1,0,12,0
tomio-okamura,2021-03-23,8,6,917,558
vladimir-kremlik,2021-03-23,2,0,67,0
zdenek-hrib,2021-03-23,1,0,55,0
alena-schillerova,2021-03-22,4,0,278,8
andrej-babis,2021-03-22,11,0,553,40
jan-farsky,2021-03-22,1,0,69,2
karel-havlicek-3,2021-03-22,3,0,309,0
martin-kupka,2021-03-22,2,0,61,0
milos-zeman,2021-03-22,1,0,63,0
miroslav-kalousek,2021-03-22,2,0,217,0
petr-fiala,2021-03-22,6,2,351,27
radek-vondracek,2021-03-22,1,0,76,0
tomio-okamura,2021-03-22,6,3,909,552
zdenek-hrib,2021-03-22,1,0,54,0
alena-schillerova,2021-03-21,2,0,274,8
andrej-babis,2021-03-21,10,2,542,40
martin-kupka,2021-03-21,1,0,59,0
miroslav-kalousek,2021-03-21,1,0,215,0
petr-fiala,2021-03-21,1,0,345,25
tomio-okamura,2021-03-21,8,5,903,549
vladimir-kremlik,2021-03-21,1,0,65,0
alena-schillerova,2021-03-20,2,0,272,8
andrej-babis,2021-03-20,2,0,532,38
martin-kupka,2021-03-20,1,0,58,0
petr-fiala,2021-03-20,2,0,344,25
petr-gazdik,2021-03-20,2,0,11,0
tomio-okamura,2021-03-20,9,7,895,544
zdenek-hrib,2021-03-20,1,0,53,0
alena-schillerova,2021-03-19,1,0,270,8
andrej-babis,2021-03-19,5,0,530,38
karel-havlicek-3,2021-03-19,2,0,306,0
martin-kupka,2021-03-19,1,0,57,0
miroslav-kalousek,2021-03-19,1,0,214,0
petr-fiala,2021-03-19,3,2,342,25
tomio-okamura,2021-03-19,6,2,886,537
alena-schillerova,2021-03-18,3,0,269,8
andrej-babis,2021-03-18,3,0,525,38
karel-havlicek-3,2021-03-18,2,0,304,0
klara-dostalova,2021-03-18,1,0,37,0
martin-kupka,2021-03-18,1,0,56,0
miroslav-kalousek,2021-03-18,1,0,213,0
petr-fiala,2021-03-18,3,0,339,23
radek-vondracek,2021-03-18,1,0,75,0
tomio-okamura,2021-03-18,8,6,880,535
vladimir-kremlik,2021-03-18,2,0,64,0
zdenek-hrib,2021-03-18,1,0,52,0
alena-schillerova,2021-03-17,1,0,266,8
andrej-babis,2021-03-17,3,0,522,38
jan-farsky,2021-03-17,1,0,68,2
karel-havlicek-3,2021-03-17,1,0,302,0
klara-dostalova,2021-03-17,2,0,36,0
milos-zeman,2021-03-17,2,0,62,0
miroslav-kalousek,2021-03-17,3,0,212,0
petr-fiala,2021-03-17,2,0,336,23
radek-vondracek,2021-03-17,1,0,74,0
tomio-okamura,2021-03-17,7,4,872,529
vladimir-kremlik,2021-03-17,1,0,62,0
zdenek-hrib,2021-03-17,1,0,51,0
alena-schillerova,2021-03-16,4,2,265,8
andrej-babis,2021-03-16,15,0,519,38
karel-havlicek-3,2021-03-16,3,0,301,0
martin-kupka,2021-03-16,1,0,55,0
milos-zeman,2021-03-16,1,0,60,0
petr-fiala,2021-03-16,4,0,334,23
radek-vondracek,2021-03-16,1,0,73,0
tomio-okamura,2021-03-16,5,2,865,525
vladimir-kremlik,2021-03-16,1,0,61,0
zdenek-hrib,2021-03-16,1,0,50,0
alena-schillerova,2021-03-15,2,0,261,6
andrej-babis,2021-03-15,5,0,504,38
martin-kupka,2021-03-15,1,0,54,0
miroslav-kalousek,2021-03-15,2,0,209,0
petr-fiala,2021-03-15,2,0,330,23
tomio-okamura,2021-03-15,7,4,860,523
vladimir-kremlik,2021-03-15,2,0,60,0
alena-schillerova,2021-03-14,1,0,259,6
alexandra-udzenija,2021-03-14,1,0,60,0
andrej-babis,2021-03-14,4,3,499,38
jan-farsky,2021-03-14,2,0,67,2
petr-fiala,2021-03-14,3,0,328,23
radek-vondracek,2021-03-14,1,0,72,0
tomio-okamura,2021-03-14,7,4,853,519
alena-schillerova,2021-03-13,1,0,258,6
alexandra-udzenija,2021-03-13,1,0,59,0
andrej-babis,2021-03-13,7,0,495,35
karel-havlicek-3,2021-03-13,1,0,298,0
martin-kupka,2021-03-13,1,0,53,0
miroslav-kalousek,2021-03-13,2,0,207,0
petr-fiala,2021-03-13,4,0,325,23
tomio-okamura,2021-03-13,5,1,846,515
vladimir-kremlik,2021-03-13,1,0,58,0
zdenek-hrib,2021-03-13,1,0,49,0
alena-schillerova,2021-03-12,2,0,257,6
andrej-babis,2021-03-12,5,0,488,35
jan-farsky,2021-03-12,1,0,65,2
karel-havlicek-3,2021-03-12,1,0,297,0
martin-kupka,2021-03-12,1,0,52,0
miroslav-kalousek,2021-03-12,2,0,205,0
petr-fiala,2021-03-12,1,0,321,23
tomio-okamura,2021-03-12,6,2,841,514
alena-schillerova,2021-03-11,2,0,255,6
andrej-babis,2021-03-11,14,0,483,35
karel-havlicek-3,2021-03-11,3,0,296,0
klara-dostalova,2021-03-11,1,0,34,0
martin-kupka,2021-03-11,1,0,51,0
milos-zeman,2021-03-11,1,0,59,0
petr-fiala,2021-03-11,3,0,320,23
petr-gazdik,2021-03-11,1,0,9,0
tomio-okamura,2021-03-11,7,2,835,512
alena-schillerova,2021-03-10,2,0,253,6
andrej-babis,2021-03-10,6,0,469,35
jan-farsky,2021-03-10,1,0,64,2
karel-havlicek-3,2021-03-10,4,0,293,0
martin-kupka,2021-03-10,2,0,50,0
miroslav-kalousek,2021-03-10,2,0,203,0
petr-fiala,2021-03-10,5,0,317,23
radek-vondracek,2021-03-10,2,0,71,0
tomio-okamura,2021-03-10,14,4,828,510
zdenek-hrib,2021-03-10,2,0,48,0
alena-schillerova,2021-03-09,3,0,251,6
andrej-babis,2021-03-09,14,0,463,35
karel-havlicek-3,2021-03-09,1,0,289,0
petr-fiala,2021-03-09,5,0,312,23
petr-gazdik,2021-03-09,2,0,8,0
radek-vondracek,2021-03-09,3,0,69,0
tomio-okamura,2021-03-09,18,8,814,506
vladimir-kremlik,2021-03-09,1,0,57,0
alena-schillerova,2021-03-08,1,0,248,6
andrej-babis,2021-03-08,10,0,449,35
karel-havlicek-3,2021-03-08,5,0,288,0
klara-dostalova,2021-03-08,1,0,33,0
martin-kupka,2021-03-08,1,0,48,0
milos-zeman,2021-03-08,1,0,58,0
miroslav-kalousek,2021-03-08,1,0,201,0
petr-fiala,2021-03-08,1,0,307,23
radek-vondracek,2021-03-08,2,0,66,0
tomio-okamura,2021-03-08,14,4,796,498
zdenek-hrib,2021-03-08,1,0,46,0
alena-schillerova,2021-03-07,4,0,247,6
alexandra-udzenija,2021-03-07,1,0,58,0
andrej-babis,2021-03-07,6,4,439,35
karel-havlicek-3,2021-03-07,3,0,283,0
martin-kupka,2021-03-07,2,0,47,0
milos-zeman,2021-03-07,1,0,57,0
miroslav-kalousek,2021-03-07,1,0,200,0
petr-fiala,2021-03-07,3,0,306,23
tomio-okamura,2021-03-07,12,4,782,494
vladimir-kremlik,2021-03-07,1,0,56,0
zdenek-hrib,2021-03-07,1,0,45,0
alena-schillerova,2021-03-06,1,0,243,6
andrej-babis,2021-03-06,1,0,433,31
jan-farsky,2021-03-06,1,0,63,2
karel-havlicek-3,2021-03-06,2,0,280,0
petr-fiala,2021-03-06,3,0,303,23
tomio-okamura,2021-03-06,11,2,770,490
zdenek-hrib,2021-03-06,1,0,44,0
alena-schillerova,2021-03-05,1,0,242,6
alexandra-udzenija,2021-03-05,1,0,57,0
andrej-babis,2021-03-05,1,0,432,31
jan-farsky,2021-03-05,2,0,62,2
karel-havlicek-3,2021-03-05,3,0,278,0
miroslav-kalousek,2021-03-05,2,0,199,0
petr-fiala,2021-03-05,4,0,300,23
tomio-okamura,2021-03-05,12,2,759,488
vladimir-kremlik,2021-03-05,1,0,55,0
alena-schillerova,2021-03-04,1,0,241,6
andrej-babis,2021-03-04,2,0,431,31
karel-havlicek-3,2021-03-04,1,0,275,0
martin-kupka,2021-03-04,1,0,45,0
petr-fiala,2021-03-04,18,0,296,23
tomio-okamura,2021-03-04,14,2,747,486
vladimir-kremlik,2021-03-04,1,0,54,0
andrej-babis,2021-03-03,7,0,429,31
jan-farsky,2021-03-03,2,0,60,2
karel-havlicek-3,2021-03-03,5,0,274,0
klara-dostalova,2021-03-03,3,0,32,0
martin-kupka,2021-03-03,2,0,44,0
milos-zeman,2021-03-03,3,0,56,0
miroslav-kalousek,2021-03-03,3,0,197,0
petr-fiala,2021-03-03,6,0,278,23
radek-vondracek,2021-03-03,1,0,64,0
tomio-okamura,2021-03-03,10,6,733,484
vladimir-kremlik,2021-03-03,4,0,53,0
zdenek-hrib,2021-03-03,1,0,43,0
alena-schillerova,2021-03-02,6,1,240,6
andrej-babis,2021-03-02,6,0,422,31
jan-farsky,2021-03-02,1,0,58,2
klara-dostalova,2021-03-02,2,0,29,0
martin-kupka,2021-03-02,1,0,42,0
milos-zeman,2021-03-02,1,0,53,0
miroslav-kalousek,2021-03-02,4,0,194,0
petr-fiala,2021-03-02,5,0,272,23
radek-vondracek,2021-03-02,3,0,63,0
tomio-okamura,2021-03-02,23,16,723,478
vladimir-kremlik,2021-03-02,1,0,49,0
zdenek-hrib,2021-03-02,1,0,42,0
alena-schillerova,2021-03-01,4,0,234,5
alexandra-udzenija,2021-03-01,1,0,56,0
andrej-babis,2021-03-01,3,0,416,31
karel-havlicek-3,2021-03-01,3,0,269,0
petr-fiala,2021-03-01,3,0,267,23
tomio-okamura,2021-03-01,13,3,700,462
vladimir-kremlik,2021-03-01,1,0,48,0
alena-schillerova,2021-02-28,2,0,230,5
alexandra-udzenija,2021-02-28,2,0,55,0
andrej-babis,2021-02-28,5,4,413,31
milos-zeman,2021-02-28,1,0,52,0
miroslav-kalousek,2021-02-28,3,0,190,0
petr-fiala,2021-02-28,2,2,264,23
tomio-okamura,2021-02-28,6,4,687,459
vladimir-kremlik,2021-02-28,2,0,47,0
alena-schillerova,2021-02-27,4,0,228,5
alexandra-udzenija,2021-02-27,2,0,53,0
andrej-babis,2021-02-27,1,0,408,27
karel-havlicek-3,2021-02-27,2,0,266,0
miroslav-kalousek,2021-02-27,2,0,187,0
petr-fiala,2021-02-27,1,0,262,21
radek-vondracek,2021-02-27,1,0,60,0
tomio-okamura,2021-02-27,7,2,681,455
vladimir-kremlik,2021-02-27,2,0,45,0
zdenek-hrib,2021-02-27,2,0,41,0
alena-schillerova,2021-02-26,5,0,224,5
andrej-babis,2021-02-26,4,0,407,27
karel-havlicek-3,2021-02-26,6,0,264,0
martin-kupka,2021-02-26,2,0,41,0
miroslav-kalousek,2021-02-26,1,0,185,0
petr-fiala,2021-02-26,3,0,261,21
tomio-okamura,2021-02-26,12,5,674,453
zdenek-hrib,2021-02-26,1,0,39,0
alena-schillerova,2021-02-25,5,1,219,5
alexandra-udzenija,2021-02-25,2,0,51,0
andrej-babis,2021-02-25,9,0,403,27
jan-farsky,2021-02-25,1,0,57,2
karel-havlicek-3,2021-02-25,7,0,258,0
milos-zeman,2021-02-25,2,0,51,0
miroslav-kalousek,2021-02-25,1,0,184,0
petr-fiala,2021-02-25,4,0,258,21
radek-vondracek,2021-02-25,3,0,59,0
tomio-okamura,2021-02-25,8,5,662,448
zdenek-hrib,2021-02-25,1,0,38,0
alena-schillerova,2021-02-24,3,0,214,4
alexandra-udzenija,2021-02-24,2,0,49,0
andrej-babis,2021-02-24,4,0,394,27
karel-havlicek-3,2021-02-24,2,0,251,0
milos-zeman,2021-02-24,1,0,49,0
miroslav-kalousek,2021-02-24,2,0,183,0
petr-fiala,2021-02-24,3,0,254,21
radek-vondracek,2021-02-24,4,0,56,0
tomio-okamura,2021-02-24,13,6,654,443
alena-schillerova,2021-02-23,5,0,211,4
andrej-babis,2021-02-23,11,0,390,27
karel-havlicek-3,2021-02-23,4,0,249,0
milos-zeman,2021-02-23,1,0,48,0
miroslav-kalousek,2021-02-23,6,0,181,0
petr-fiala,2021-02-23,5,0,251,21
radek-vondracek,2021-02-23,1,0,52,0
tomio-okamura,2021-02-23,13,12,641,437
vladimir-kremlik,2021-02-23,3,0,43,0
zdenek-hrib,2021-02-23,1,0,37,0
alena-schillerova,2021-02-22,7,0,206,4
andrej-babis,2021-02-22,4,0,379,27
jan-farsky,2021-02-22,2,0,56,2
karel-havlicek-3,2021-02-22,4,0,245,0
martin-kupka,2021-02-22,2,0,39,0
miroslav-kalousek,2021-02-22,2,0,175,0
petr-fiala,2021-02-22,5,0,246,21
tomio-okamura,2021-02-22,13,8,628,425
vladimir-kremlik,2021-02-22,2,0,40,0
andrej-babis,2021-02-21,9,6,375,27
miroslav-kalousek,2021-02-21,4,0,173,0
petr-fiala,2021-02-21,3,0,241,21
tomio-okamura,2021-02-21,8,7,615,417
vladimir-kremlik,2021-02-21,2,0,38,0
alena-schillerova,2021-02-20,6,0,199,4
alexandra-udzenija,2021-02-20,1,0,47,0
andrej-babis,2021-02-20,4,0,366,21
karel-havlicek-3,2021-02-20,2,0,241,0
miroslav-kalousek,2021-02-20,2,0,169,0
petr-fiala,2021-02-20,1,0,238,21
tomio-okamura,2021-02-20,9,8,607,410
zdenek-hrib,2021-02-20,1,0,36,0
alena-schillerova,2021-02-19,5,0,193,4
alexandra-udzenija,2021-02-19,1,0,46,0
andrej-babis,2021-02-19,5,0,362,21
jan-farsky,2021-02-19,2,0,54,2
karel-havlicek-3,2021-02-19,5,0,239,0
martin-kupka,2021-02-19,2,0,37,0
petr-fiala,2021-02-19,6,0,237,21
radek-vondracek,2021-02-19,3,0,51,0
tomio-okamura,2021-02-19,24,19,598,402
vladimir-kremlik,2021-02-19,1,0,36,0
zdenek-hrib,2021-02-19,1,0,35,0
alena-schillerova,2021-02-18,9,0,188,4
alexandra-udzenija,2021-02-18,1,0,45,0
andrej-babis,2021-02-18,11,0,357,21
karel-havlicek-3,2021-02-18,5,0,234,0
klara-dostalova,2021-02-18,4,0,27,0
martin-kupka,2021-02-18,1,0,35,0
miroslav-kalousek,2021-02-18,8,0,167,0
petr-fiala,2021-02-18,11,0,231,21
radek-vondracek,2021-02-18,1,0,48,0
tomio-okamura,2021-02-18,35,31,574,383
alena-schillerova,2021-02-17,1,0,179,4
andrej-babis,2021-02-17,13,0,346,21
karel-havlicek-3,2021-02-17,3,0,229,0
milos-zeman,2021-02-17,3,0,47,0
miroslav-kalousek,2021-02-17,4,0,159,0
petr-fiala,2021-02-17,6,0,220,21
radek-vondracek,2021-02-17,4,0,47,0
tomio-okamura,2021-02-17,11,7,539,352
zdenek-hrib,2021-02-17,2,0,34,0
alena-schillerova,2021-02-16,7,2,178,4
alexandra-udzenija,2021-02-16,1,0,44,0
andrej-babis,2021-02-16,2,0,333,21
jan-farsky,2021-02-16,1,0,52,2
karel-havlicek-3,2021-02-16,12,0,226,0
klara-dostalova,2021-02-16,2,0,23,0
milos-zeman,2021-02-16,1,0,44,0
miroslav-kalousek,2021-02-16,6,0,155,0
petr-fiala,2021-02-16,10,0,214,21
tomio-okamura,2021-02-16,13,11,528,345
zdenek-hrib,2021-02-16,3,0,32,0
alena-schillerova,2021-02-15,6,1,171,2
andrej-babis,2021-02-15,9,0,331,21
karel-havlicek-3,2021-02-15,14,0,214,0
petr-fiala,2021-02-15,3,0,204,21
tomio-okamura,2021-02-15,8,5,515,334
zdenek-hrib,2021-02-15,1,0,29,0
alena-schillerova,2021-02-14,6,0,165,1
alexandra-udzenija,2021-02-14,1,0,43,0
andrej-babis,2021-02-14,17,6,322,21
jan-farsky,2021-02-14,2,0,51,2
miroslav-kalousek,2021-02-14,4,0,149,0
petr-fiala,2021-02-14,4,0,201,21
radek-vondracek,2021-02-14,1,0,43,0
tomio-okamura,2021-02-14,13,10,507,329
zdenek-hrib,2021-02-14,2,0,28,0
alena-schillerova,2021-02-13,1,0,159,1
alexandra-udzenija,2021-02-13,2,0,42,0
andrej-babis,2021-02-13,5,0,305,15
martin-kupka,2021-02-13,2,0,34,0
miroslav-kalousek,2021-02-13,2,0,145,0
petr-fiala,2021-02-13,4,2,197,21
tomio-okamura,2021-02-13,13,11,494,319
zdenek-hrib,2021-02-13,1,0,26,0
alena-schillerova,2021-02-12,1,0,158,1
alexandra-udzenija,2021-02-12,2,0,40,0
andrej-babis,2021-02-12,10,0,300,15
jan-farsky,2021-02-12,2,0,49,2
karel-havlicek-3,2021-02-12,1,0,200,0
martin-kupka,2021-02-12,2,0,32,0
milos-zeman,2021-02-12,3,0,43,0
miroslav-kalousek,2021-02-12,2,0,143,0
petr-fiala,2021-02-12,3,0,193,19
tomio-okamura,2021-02-12,19,17,481,308
zdenek-hrib,2021-02-12,2,0,25,0
alena-schillerova,2021-02-11,9,0,157,1
andrej-babis,2021-02-11,6,0,290,15
jan-farsky,2021-02-11,5,0,47,2
karel-havlicek-3,2021-02-11,8,0,199,0
klara-dostalova,2021-02-11,2,0,21,0
miroslav-kalousek,2021-02-11,8,0,141,0
petr-fiala,2021-02-11,11,0,190,19
tomio-okamura,2021-02-11,14,6,462,291
zdenek-hrib,2021-02-11,1,0,23,0
adam-vojtech-1,2021-02-10,2,0,27,0
alena-schillerova,2021-02-10,4,0,148,1
alexandra-udzenija,2021-02-10,1,0,38,0
andrej-babis,2021-02-10,15,0,284,15
jan-farsky,2021-02-10,9,2,42,2
karel-havlicek-3,2021-02-10,5,0,191,0
martin-kupka,2021-02-10,1,0,30,0
milos-zeman,2021-02-10,5,0,40,0
miroslav-kalousek,2021-02-10,4,0,133,0
petr-fiala,2021-02-10,8,0,179,19
radek-vondracek,2021-02-10,2,0,42,0
tomio-okamura,2021-02-10,16,12,448,285
vladimir-kremlik,2021-02-10,4,0,35,0
alena-schillerova,2021-02-09,4,0,144,1
alexandra-udzenija,2021-02-09,1,0,37,0
andrej-babis,2021-02-09,4,0,269,15
jan-farsky,2021-02-09,2,0,33,0
karel-havlicek-3,2021-02-09,6,0,186,0
milos-zeman,2021-02-09,5,0,35,0
petr-fiala,2021-02-09,4,0,171,19
tomio-okamura,2021-02-09,18,14,432,273
zdenek-hrib,2021-02-09,1,0,22,0
alena-schillerova,2021-02-08,7,0,140,1
andrej-babis,2021-02-08,3,0,265,15
karel-havlicek-3,2021-02-08,4,0,180,0
klara-dostalova,2021-02-08,2,0,19,0
martin-kupka,2021-02-08,3,0,29,0
miroslav-kalousek,2021-02-08,2,0,129,0
petr-fiala,2021-02-08,4,0,167,19
radek-vondracek,2021-02-08,1,0,40,0
tomio-okamura,2021-02-08,13,9,414,259
zdenek-hrib,2021-02-08,1,0,21,0
alexandra-udzenija,2021-02-07,2,0,36,0
andrej-babis,2021-02-07,8,6,262,15
jan-farsky,2021-02-07,3,0,31,0
martin-kupka,2021-02-07,1,0,26,0
milos-zeman,2021-02-07,1,0,30,0
miroslav-kalousek,2021-02-07,2,0,127,0
petr-fiala,2021-02-07,5,0,163,19
tomio-okamura,2021-02-07,6,4,401,250
adam-vojtech-1,2021-02-06,2,0,25,0
alena-schillerova,2021-02-06,3,0,133,1
andrej-babis,2021-02-06,2,0,254,9
karel-havlicek-3,2021-02-06,4,0,176,0
martin-kupka,2021-02-06,4,0,25,0
miroslav-kalousek,2021-02-06,4,0,125,0
petr-fiala,2021-02-06,3,0,158,19
tomio-okamura,2021-02-06,6,1,395,246
zdenek-hrib,2021-02-06,1,0,20,0
adam-vojtech-1,2021-02-05,1,0,23,0
alena-schillerova,2021-02-05,8,0,130,1
andrej-babis,2021-02-05,12,0,252,9
karel-havlicek-3,2021-02-05,9,0,172,0
miroslav-kalousek,2021-02-05,6,0,121,0
petr-fiala,2021-02-05,9,0,155,19
radek-vondracek,2021-02-05,4,0,39,0
tomio-okamura,2021-02-05,23,22,389,245
adam-vojtech-1,2021-02-04,1,0,22,0
alena-schillerova,2021-02-04,3,0,122,1
andrej-babis,2021-02-04,9,0,240,9
karel-havlicek-3,2021-02-04,6,0,163,0
miroslav-kalousek,2021-02-04,3,0,115,0
petr-fiala,2021-02-04,7,0,146,19
radek-vondracek,2021-02-04,2,0,35,0
tomio-okamura,2021-02-04,18,16,366,223
zdenek-hrib,2021-02-04,1,0,19,0
alena-schillerova,2021-02-03,2,0,119,1
alexandra-udzenija,2021-02-03,1,0,34,0
andrej-babis,2021-02-03,10,0,231,9
jan-hamacek,2021-02-03,2,0,32,1
karel-havlicek-3,2021-02-03,7,0,157,0
martin-kupka,2021-02-03,2,0,21,0
milos-zeman,2021-02-03,2,0,29,0
miroslav-kalousek,2021-02-03,7,0,112,0
petr-fiala,2021-02-03,7,0,139,19
radek-vondracek,2021-02-03,1,0,33,0
tomio-okamura,2021-02-03,14,9,348,207
alena-schillerova,2021-02-02,4,0,117,1
andrej-babis,2021-02-02,15,0,221,9
jan-hamacek,2021-02-02,2,0,30,1
karel-havlicek-3,2021-02-02,5,0,150,0
klara-dostalova,2021-02-02,2,0,17,0
martin-kupka,2021-02-02,2,0,19,0
milos-zeman,2021-02-02,4,0,27,0
miroslav-kalousek,2021-02-02,8,0,105,0
petr-fiala,2021-02-02,3,0,132,19
tomio-okamura,2021-02-02,9,5,334,198
vladimir-kremlik,2021-02-02,4,0,31,0
zdenek-hrib,2021-02-02,1,0,18,0
alena-schillerova,2021-02-01,6,1,113,1
alexandra-udzenija,2021-02-01,2,0,33,0
andrej-babis,2021-02-01,11,3,206,9
karel-havlicek-3,2021-02-01,1,0,145,0
miroslav-kalousek,2021-02-01,4,0,97,0
petr-fiala,2021-02-01,1,0,129,19
tomio-okamura,2021-02-01,9,4,325,193
adam-vojtech-1,2021-01-31,1,0,21,0
alexandra-udzenija,2021-01-31,1,0,31,0
andrej-babis,2021-01-31,11,6,195,6
milos-zeman,2021-01-31,1,0,23,0
miroslav-kalousek,2021-01-31,2,0,93,0
petr-fiala,2021-01-31,1,0,128,19
radek-vondracek,2021-01-31,2,0,32,0
tomio-okamura,2021-01-31,7,5,316,189
vladimir-kremlik,2021-01-31,2,0,27,0
alena-schillerova,2021-01-30,1,0,107,0
karel-havlicek-3,2021-01-30,3,0,144,0
martin-kupka,2021-01-30,1,0,17,0
petr-fiala,2021-01-30,1,0,127,19
tomio-okamura,2021-01-30,6,4,309,184
vladimir-kremlik,2021-01-30,6,0,25,0
alena-schillerova,2021-01-29,1,0,106,0
alexandra-udzenija,2021-01-29,2,0,30,0
andrej-babis,2021-01-29,4,0,184,0
jan-farsky,2021-01-29,2,0,28,0
karel-havlicek-3,2021-01-29,3,0,141,0
miroslav-kalousek,2021-01-29,4,0,91,0
petr-fiala,2021-01-29,6,0,126,19
radek-vondracek,2021-01-29,1,0,30,0
tomio-okamura,2021-01-29,16,8,303,180
zdenek-hrib,2021-01-29,2,0,17,0
adam-vojtech-1,2021-01-28,1,0,20,0
alena-schillerova,2021-01-28,1,0,105,0
alexandra-udzenija,2021-01-28,1,0,28,0
andrej-babis,2021-01-28,1,0,180,0
jan-farsky,2021-01-28,3,0,26,0
karel-havlicek-3,2021-01-28,7,0,138,0
klara-dostalova,2021-01-28,1,0,15,0
martin-kupka,2021-01-28,2,0,16,0
miroslav-kalousek,2021-01-28,6,0,87,0
petr-fiala,2021-01-28,7,0,120,19
petr-gazdik,2021-01-28,3,0,6,0
tomio-okamura,2021-01-28,7,2,287,172
vladimir-kremlik,2021-01-28,1,0,19,0
zdenek-hrib,2021-01-28,1,0,15,0
alena-schillerova,2021-01-27,2,0,104,0
alexandra-udzenija,2021-01-27,1,0,27,0
andrej-babis,2021-01-27,2,0,179,0
karel-havlicek-3,2021-01-27,3,0,131,0
martin-kupka,2021-01-27,2,0,14,0
milos-zeman,2021-01-27,6,0,22,0
petr-fiala,2021-01-27,7,0,113,19
radek-vondracek,2021-01-27,8,0,29,0
tomio-okamura,2021-01-27,9,6,280,170
vladimir-kremlik,2021-01-27,2,0,18,0
adam-vojtech-1,2021-01-26,6,0,19,0
alena-schillerova,2021-01-26,8,0,102,0
alexandra-udzenija,2021-01-26,1,0,26,0
andrej-babis,2021-01-26,7,0,177,0
karel-havlicek-3,2021-01-26,1,0,128,0
klara-dostalova,2021-01-26,3,0,14,0
martin-kupka,2021-01-26,2,0,12,0
milos-zeman,2021-01-26,2,0,16,0
miroslav-kalousek,2021-01-26,5,0,81,0
petr-fiala,2021-01-26,7,0,106,19
tomio-okamura,2021-01-26,18,16,271,164
alena-schillerova,2021-01-25,4,0,94,0
andrej-babis,2021-01-25,1,0,170,0
jan-hamacek,2021-01-25,2,0,28,1
karel-havlicek-3,2021-01-25,4,0,127,0
miroslav-kalousek,2021-01-25,2,0,76,0
petr-fiala,2021-01-25,1,0,99,19
tomio-okamura,2021-01-25,9,6,253,148
alena-schillerova,2021-01-24,7,0,90,0
alexandra-udzenija,2021-01-24,2,0,25,0
andrej-babis,2021-01-24,11,0,169,0
jan-hamacek,2021-01-24,6,0,26,1
karel-havlicek-3,2021-01-24,3,0,123,0
miroslav-kalousek,2021-01-24,2,0,74,0
petr-fiala,2021-01-24,1,0,98,19
tomio-okamura,2021-01-24,8,2,244,142
vladimir-kremlik,2021-01-24,1,0,16,0
zdenek-hrib,2021-01-24,1,0,14,0
alena-schillerova,2021-01-23,5,0,83,0
alexandra-udzenija,2021-01-23,1,0,23,0
karel-havlicek-3,2021-01-23,5,0,120,0
miroslav-kalousek,2021-01-23,2,0,72,0
petr-fiala,2021-01-23,4,0,97,19
tomio-okamura,2021-01-23,12,9,236,140
adam-vojtech-1,2021-01-22,1,0,13,0
alena-schillerova,2021-01-22,2,0,78,0
alexandra-udzenija,2021-01-22,1,0,22,0
andrej-babis,2021-01-22,10,0,158,0
jan-hamacek,2021-01-22,1,0,20,1
karel-havlicek-3,2021-01-22,4,0,115,0
miroslav-kalousek,2021-01-22,4,0,70,0
petr-fiala,2021-01-22,9,4,93,19
tomio-okamura,2021-01-22,12,0,224,131
alena-schillerova,2021-01-21,3,0,76,0
andrej-babis,2021-01-21,7,0,148,0
jan-farsky,2021-01-21,2,0,23,0
jan-hamacek,2021-01-21,2,0,19,1
karel-havlicek-3,2021-01-21,9,0,111,0
martin-kupka,2021-01-21,2,0,10,0
milos-zeman,2021-01-21,1,0,14,0
miroslav-kalousek,2021-01-21,2,0,66,0
petr-fiala,2021-01-21,9,0,84,15
tomio-okamura,2021-01-21,10,6,212,131
alena-schillerova,2021-01-20,5,0,73,0
alexandra-udzenija,2021-01-20,1,0,21,0
andrej-babis,2021-01-20,9,0,141,0
jan-farsky,2021-01-20,2,0,21,0
karel-havlicek-3,2021-01-20,14,0,102,0
miroslav-kalousek,2021-01-20,7,0,64,0
petr-fiala,2021-01-20,8,0,75,15
radek-vondracek,2021-01-20,2,0,21,0
tomio-okamura,2021-01-20,32,28,202,125
vladimir-kremlik,2021-01-20,1,0,15,0
zdenek-hrib,2021-01-20,1,0,13,0
adam-vojtech-1,2021-01-19,3,0,12,0
alena-schillerova,2021-01-19,3,0,68,0
alexandra-udzenija,2021-01-19,2,0,20,0
andrej-babis,2021-01-19,3,0,132,0
jan-hamacek,2021-01-19,3,0,17,1
karel-havlicek-3,2021-01-19,7,0,88,0
milos-zeman,2021-01-19,1,0,13,0
miroslav-kalousek,2021-01-19,6,0,57,0
petr-fiala,2021-01-19,4,0,67,15
petr-gazdik,2021-01-19,3,0,3,0
